Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm),Orientation
15163,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1606,40,8,7,500,4
15278,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1928,75,8,7,500,4
15395,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2114,88,8,7,500,4
15517,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1811,97,8,7,500,4
15633,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1577,84,8,7,500,4
15752,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,1084,8,7,500,4
15870,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2114,87,8,7,500,4
15986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,120,8,7,500,4
16097,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,565,8,7,500,4
16208,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2488,532,8,7,500,4
16315,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,987,8,7,500,4
16436,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2925,240,8,7,500,4
16548,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2593,123,8,7,500,4
16673,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,994,8,7,500,4
16789,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,321,8,7,500,4
16914,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,450,8,7,500,4
17037,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2368,940,8,7,500,4
17159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,229,8,7,500,4
17274,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2690,246,8,7,500,4
17388,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1899,182,8,7,500,4
17510,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,191,8,7,500,4
17625,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2461,625,8,7,500,4
17740,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2436,1015,8,7,500,4
17861,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,519,8,7,500,4
17977,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2153,128,8,7,500,4
18085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,121,8,7,500,4
18208,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2773,546,8,7,500,4
18327,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2554,586,8,7,500,4
18437,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,1038,8,7,500,4
18562,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2773,649,8,7,500,4
18677,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,911,8,7,500,4
18792,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3003,632,8,7,500,4
18914,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,244,8,7,500,4
19033,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1889,86,8,7,500,4
19138,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1840,299,8,7,500,4
19257,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3276,373,8,7,500,4
19382,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2182,412,8,7,500,4
19495,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1587,127,8,7,500,4
19612,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2436,1107,8,7,500,4
19726,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,1015,8,7,500,4
19839,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2341,380,8,7,500,4
19942,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1792,150,8,7,500,4
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2124,241,8,4,500,5
398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,425,8,7,500,5
553,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2553,518,8,7,500,5
706,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,312,8,7,500,5
867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,697,8,7,500,5
1034,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,431,8,7,500,5
1187,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2070,307,8,7,500,5
1370,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,356,8,7,500,5
1525,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2751,608,8,7,500,5
1686,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2341,495,8,7,500,5
1845,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2212,163,8,7,500,5
1993,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,642,8,7,500,5
2148,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2216,400,8,7,500,5
2308,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,600,8,5,500,5
2379,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2260,621,8,7,500,5
2438,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2329,663,8,7,500,5
2500,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1999,372,8,7,500,5
2560,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1984,508,8,7,500,5
2623,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2505,682,8,7,500,5
2692,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2451,511,8,7,500,5
2757,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2077,457,8,7,500,5
2821,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2217,23,8,7,500,5
2880,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3227,221,8,7,500,5
2940,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2414,745,8,7,500,5
2999,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2175,738,8,7,500,5
3057,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2387,550,8,7,500,5
3117,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1177,699,8,7,500,5
3175,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2282,527,8,7,500,5
3234,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2085,179,8,7,500,5
3349,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2422,523,8,7,500,5
3452,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2138,220,8,7,500,5
3576,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2556,596,8,7,500,5
3714,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2229,563,8,7,500,5
3815,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,635,8,7,500,5
3962,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,580,8,6,500,5
4047,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,582,8,7,500,5
4177,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2124,455,8,7,500,5
4311,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2075,700,8,7,500,5
4405,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2130,564,8,7,500,5
4514,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,31,8,7,500,5
4615,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2352,638,8,7,500,5
4778,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1858,731,8,7,500,5
4842,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2458,733,8,7,500,5
4938,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2275,345,8,7,500,5
5046,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,117,8,7,500,5
5156,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,745,8,7,500,5
5275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2812,714,8,7,500,5
5396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2707,606,8,7,500,5
5507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,548,8,7,500,5
5620,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,545,8,7,500,5
5728,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2304,334,8,7,500,5
5835,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,608,8,7,500,5
5945,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2321,518,8,7,500,5
6071,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2385,585,8,7,500,5
6184,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,191,8,7,500,5
6288,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,863,8,7,500,5
6388,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,657,8,7,500,5
6490,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2585,536,8,7,500,5
6592,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,528,8,7,500,5
6697,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,104,8,7,500,5
6799,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2568,727,8,7,500,5
6907,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2343,478,8,7,500,5
7011,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,159,8,7,500,5
7125,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2483,641,8,7,500,5
7252,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,453,8,7,500,5
7360,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,650,8,7,500,5
7488,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2627,160,8,7,500,5
7605,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,618,8,7,500,5
7723,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,472,8,7,500,5
7839,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,813,8,7,500,5
7954,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,705,8,7,500,5
8075,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2422,498,8,7,500,5
8186,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,477,8,7,500,5
8309,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2509,436,8,7,500,5
8425,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,498,8,7,500,5
8541,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,582,8,7,500,5
8662,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2388,574,8,7,500,5
8772,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2436,767,8,7,500,5
8911,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,646,8,7,500,5
9023,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,599,8,7,500,5
9142,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2585,670,8,7,500,5
9261,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2678,581,8,7,500,5
9361,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2292,478,8,7,500,5
9483,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2541,652,8,7,500,5
9603,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2847,58,8,7,500,5
9734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2920,747,8,7,500,5
9852,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,564,8,7,500,5
9989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2368,683,8,7,500,5
10114,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2883,711,8,7,500,5
10233,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2424,395,8,7,500,5
10346,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,720,8,7,500,5
10461,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,208,8,7,500,5
10568,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,254,8,7,500,5
10676,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2036,19,8,7,500,5
10792,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2282,707,8,7,500,5
10898,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,451,8,7,500,5
11011,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2221,307,8,7,500,5
11131,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2368,244,8,7,500,5
11243,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,556,8,7,500,5
11362,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2319,242,8,7,500,5
11476,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,631,8,7,500,5
11601,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2116,309,8,7,500,5
11706,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2414,694,8,7,500,5
11815,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2488,497,8,7,500,5
11947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2233,562,8,7,500,5
12078,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2766,581,8,7,500,5
12208,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2444,603,8,7,500,5
12318,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,690,8,7,500,5
12431,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2751,843,8,6,500,5
12558,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2260,414,8,7,500,5
12671,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2590,692,8,7,500,5
12791,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,589,8,7,500,5
12899,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,664,8,7,500,5
13028,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2431,799,8,7,500,5
13153,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2561,565,8,7,500,5
13280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,181,8,7,500,5
13394,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2605,700,8,7,500,5
13507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,545,8,7,500,5
13630,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,229,8,7,500,5
13747,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,548,8,7,500,5
13867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,595,8,7,500,5
13986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,674,8,7,500,5
14103,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,548,8,7,500,5
14235,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2209,511,8,7,500,5
14352,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3032,62,8,7,500,5
14463,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,697,8,7,500,5
14577,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2429,698,8,7,500,5
14702,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,343,8,7,500,5
14814,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1967,169,8,7,500,5
14932,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,670,8,7,500,5
15051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,362,8,7,500,5
15159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,680,8,7,500,5
15280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2517,716,8,7,500,5
15396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,342,8,7,500,5
15515,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2512,630,8,7,500,5
15626,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2173,438,8,7,500,5
15734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2688,784,8,7,500,5
15854,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2497,633,8,7,500,5
15968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2717,772,8,7,500,5
16089,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2343,468,8,7,500,5
16203,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,639,8,7,500,5
16303,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,230,8,7,500,5
16418,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,415,8,7,500,5
16537,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2597,712,8,7,500,5
16646,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,613,8,7,500,5
16755,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2427,507,8,7,500,5
16871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,18,8,7,500,5
16987,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,270,8,7,500,5
17104,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,733,8,7,500,5
17221,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,641,8,7,500,5
17346,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,249,8,7,500,5
17455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2641,737,8,7,500,5
17567,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,685,8,7,500,5
17683,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2846,264,8,7,500,5
17807,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,383,8,7,500,5
17923,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2402,765,8,7,500,5
18040,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2600,712,8,7,500,5
18161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2590,616,8,7,500,5
18270,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2395,498,8,7,500,5
18398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,545,8,7,500,5
18509,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2571,588,8,7,500,5
18619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,466,8,7,500,5
18725,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3037,678,8,7,500,5
18848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2519,593,8,7,500,5
18967,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2634,591,8,7,500,5
19085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2775,624,8,7,500,5
19215,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2531,443,8,7,500,5
19326,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2658,132,8,7,500,5
19455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2168,75,8,4,500,5
19600,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,599,8,7,500,5
19743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2192,107,8,7,500,5
19842,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,682,8,5,500,5
19933,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2094,357,8,7,500,5